[2025-11-21 15:56:12] [DATABASE_ERROR] PDO Error: SQLSTATE[HY093]: Invalid parameter number: number of bound variables does not match number of tokens | Code: HY093 
[2025-11-24 14:28:10] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-24 14:57:03] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-24 14:58:11] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-24 14:59:29] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-24 15:00:03] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-24 15:02:16] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-24 15:03:03] [INSERT_DB_ERROR] PDO Error: SQLSTATE[21S01]: Insert value list does not match column list: 1136 Column count doesn't match value count at row 1 | Code: 21S01 
[2025-11-25 00:35:36] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:37:35] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:38:11] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:39:01] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:39:02] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:39:17] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:39:18] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:39:19] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:41:21] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:42:49] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:43:10] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:44:10] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:44:38] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 00:54:49] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 183
[2025-11-25 00:55:52] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 186
[2025-11-25 01:19:08] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 184
[2025-11-25 01:33:49] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 184
[2025-11-25 01:34:10] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 184
[2025-11-25 01:34:49] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 184
[2025-11-25 01:36:10] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 01:37:34] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 01:37:48] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: A preferência foi salva, mas o ID retornado está vazio. | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 184
[2025-11-25 01:40:38] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 01:42:27] [INSERT_DB_ERROR] PDO Error: SQLSTATE[23000]: Integrity constraint violation: 1048 Column 'preference_id' cannot be null | Code: 23000 
[2025-11-25 16:25:33] [IPN_HANDLING_ERROR] Exception: Api error. Check response for details | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\vendor\mercadopago\dx-php\src\MercadoPago\Net\MPDefaultHttpClient.php | Line: 74
[2025-11-25 16:26:03] [IPN_HANDLING_ERROR] Exception: Api error. Check response for details | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\vendor\mercadopago\dx-php\src\MercadoPago\Net\MPDefaultHttpClient.php | Line: 74
[2025-11-25 13:36:40] [MP_PURCHASE_ERROR] Exception: Erro ao salvar a preferência no Mercado Pago: MercadoPago\Client\Preference\PreferenceClient::create(): Argument #1 ($request) must be of type array, MercadoPago\Resources\Preference given, called in A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php on line 168 | File: A:\projetos-em-php\htdocs\Moonlight\Moonlight\Controller\CarrinhoController.php | Line: 192
